Gemeindename,Gemeindeschlüssel,Stand in der KWP
Belgershain,14729020.0,Stand unbekannt
Bennewitz,14729030.0,Stand unbekannt
Borsdorf,14729060.0,Stand unbekannt
Colditz,14729080.0,Stand unbekannt
Elstertrebnitz,14729100.0,Stand unbekannt
Geithain,14729150.0,Stand unbekannt
Großpösna,14729190.0,Stand unbekannt
Kitzscher,14729220.0,Stand unbekannt
Lossatal,14729245.0,Stand unbekannt
Machern,14729250.0,Stand unbekannt
Otterwisch,14729330.0,Stand unbekannt
Parthenstein,14729340.0,Stand unbekannt
Pegau,14729350.0,Stand unbekannt
Thallwitz,14729380.0,Stand unbekannt
Trebsen/Mulde,14729400.0,Stand unbekannt
Arzberg (Sachsen),14730010.0,Stand unbekannt
Beilrode,14730030.0,Stand unbekannt
Belgern-Schildau,14730045.0,Stand unbekannt
Dommitzsch,14730090.0,Stand unbekannt
Dreiheide,14730100.0,Stand unbekannt
Elsnig,14730120.0,Stand unbekannt
Jesewitz,14730140.0,Stand unbekannt
Laußig,14730160.0,Stand unbekannt
Löbnitz (Sachsen),14730180.0,Stand unbekannt
Mockrehna,14730190.0,Stand unbekannt
Schkeuditz,14730270.0,Stand unbekannt
Trossin,14730320.0,Stand unbekannt
Wiedemar,14730340.0,Stand unbekannt
Zschepplin,14730360.0,Stand unbekannt
Apenburg-Winterfeld,15081026.0,Stand unbekannt
Beetzendorf,15081045.0,Stand unbekannt
Dähre,15081095.0,Stand unbekannt
Diesdorf,15081105.0,Stand unbekannt
Jübar,15081225.0,Stand unbekannt
Kalbe (Milde),15081240.0,Stand unbekannt
Klötze,15081280.0,Stand unbekannt
Kuhfelde,15081290.0,Stand unbekannt
Rohrberg,15081440.0,Stand unbekannt
Wallstawe,15081545.0,Stand unbekannt
Aken (Elbe),15082005.0,Stand unbekannt
Osternienburger Land,15082256.0,Stand unbekannt
Südliches Anhalt,15082377.0,Stand unbekannt
Am Großen Bruch,15083025.0,Stand unbekannt
Ausleben,15083035.0,Stand unbekannt
Barleben,15083040.0,Stand unbekannt
Eilsleben,15083190.0,Stand unbekannt
Gröningen,15083245.0,Stand unbekannt
Harbke,15083275.0,Stand unbekannt
Hötensleben,15083320.0,Stand unbekannt
Kroppenstedt,15083355.0,Stand unbekannt
Niedere Börde,15083390.0,Stand unbekannt
Oebisfelde-Weferlingen,15083411.0,Stand unbekannt
Sommersdorf (Kreis Börde),15083485.0,Stand unbekannt
Sülzetal,15083490.0,Stand unbekannt
Ummendorf (Kreis Börde),15083505.0,Stand unbekannt
Völpke,15083515.0,Stand unbekannt
Wanzleben-Börde,15083531.0,Stand unbekannt
Wefensleben,15083535.0,Stand unbekannt
Lützen,15084315.0,Stand unbekannt
Ditfurt,15085090.0,Stand unbekannt
Groß Quenstedt,15085125.0,Stand unbekannt
Harsleben,15085140.0,Stand unbekannt
Hedersleben,15085160.0,Stand unbekannt
Huy,15085185.0,Stand unbekannt
Nordharz,15085227.0,Stand unbekannt
Oberharz am Brocken,15085228.0,Stand unbekannt
Schwanebeck,15085285.0,Stand unbekannt
Selke-Aue,15085287.0,Stand unbekannt
Wegeleben,15085365.0,Stand unbekannt
Biederitz,15086005.0,Stand unbekannt
Elbe-Parey,15086035.0,Stand unbekannt
Jerichow,15086080.0,Stand unbekannt
Möckern,15086140.0,Stand unbekannt
Möser,15086145.0,Stand unbekannt
Gerbstedt,15087165.0,Stand unbekannt
Seegebiet Mansfelder Land,15087386.0,Stand unbekannt
Südharz,15087412.0,Stand unbekannt
Barnstädt,15088030.0,Stand unbekannt
Farnstädt,15088100.0,Stand unbekannt
Kabelsketal,15088150.0,Stand unbekannt
Landsberg,15088195.0,Stand unbekannt
Nemsdorf-Göhrendorf,15088250.0,Stand unbekannt
Obhausen,15088265.0,Stand unbekannt
Petersberg (bei Halle),15088295.0,Stand unbekannt
Salzatal,15088319.0,Stand unbekannt
Schkopau,15088330.0,Stand unbekannt
Schraplau,15088340.0,Stand unbekannt
Steigra,15088355.0,Stand unbekannt
Teutschenthal,15088365.0,Stand unbekannt
Alsleben (Saale),15089005.0,Stand unbekannt
Barby,15089026.0,Stand unbekannt
Bördeland,15089042.0,Stand unbekannt
Giersleben,15089130.0,Stand unbekannt
Güsten,15089165.0,Stand unbekannt
Ilberstedt,15089185.0,Stand unbekannt
Nienburg (Saale),15089235.0,Stand unbekannt
Plötzkau,15089245.0,Stand unbekannt
Aland,15090003.0,Stand unbekannt
Altmärkische Höhe,15090007.0,Stand unbekannt
Altmärkische Wische,15090008.0,Stand unbekannt
Bismark (Altmark),15090070.0,Stand unbekannt
Havelberg,15090225.0,Stand unbekannt
Kamern,15090285.0,Stand unbekannt
Klietz,15090310.0,Stand unbekannt
Osterburg (Altmark),15090415.0,Stand unbekannt
Sandau (Elbe),15090445.0,Stand unbekannt
Schollene,15090485.0,Stand unbekannt
Schönhausen (Elbe),15090500.0,Stand unbekannt
Seehausen (Altmark),15090520.0,Stand unbekannt
Wust-Fischbeck,15090631.0,Stand unbekannt
Zehrental,15090635.0,Stand unbekannt
Annaburg,15091010.0,Stand unbekannt
Bad Schmiedeberg,15091020.0,Stand unbekannt
Coswig (Anhalt),15091060.0,Stand unbekannt
Gräfenhainichen,15091110.0,Stand unbekannt
Kemberg,15091160.0,Stand unbekannt
Zahna-Elster,15091391.0,Stand unbekannt
Arenshausen,16061001.0,Stand unbekannt
Asbach-Sickenberg,16061002.0,Stand unbekannt
Berlingerode,16061003.0,Stand unbekannt
Birkenfelde,16061007.0,Stand unbekannt
Bodenrode-Westhausen,16061012.0,Stand unbekannt
Bornhagen,16061014.0,Stand unbekannt
Brehme,16061015.0,Stand unbekannt
Breitenworbis,16061017.0,Stand unbekannt
Büttstedt,16061018.0,Stand unbekannt
Buhla,16061019.0,Stand unbekannt
Burgwalde,16061021.0,Stand unbekannt
Dieterode,16061023.0,Stand unbekannt
Dietzenrode/Vatterode,16061024.0,Stand unbekannt
Ecklingerode,16061026.0,Stand unbekannt
Effelder,16061027.0,Stand unbekannt
Eichstruth,16061028.0,Stand unbekannt
Ferna,16061031.0,Stand unbekannt
Freienhagen,16061032.0,Stand unbekannt
Fretterode,16061033.0,Stand unbekannt
Geisleden,16061034.0,Stand unbekannt
Geismar,16061035.0,Stand unbekannt
Gerbershausen,16061036.0,Stand unbekannt
Gernrode,16061037.0,Stand unbekannt
Glasehausen,16061039.0,Stand unbekannt
Großbartloff,16061041.0,Stand unbekannt
Haynrode,16061044.0,Stand unbekannt
Heuthen,16061047.0,Stand unbekannt
Hohengandern,16061048.0,Stand unbekannt
Hohes Kreuz,16061049.0,Stand unbekannt
Kella,16061056.0,Stand unbekannt
Kirchgandern,16061057.0,Stand unbekannt
Kirchworbis,16061058.0,Stand unbekannt
Krombach (Kreis Eichsfeld),16061062.0,Stand unbekannt
Küllstedt,16061063.0,Stand unbekannt
Lenterode,16061065.0,Stand unbekannt
Lindewerra,16061066.0,Stand unbekannt
Lutter,16061067.0,Stand unbekannt
Mackenrode,16061068.0,Stand unbekannt
Marth,16061069.0,Stand unbekannt
Niederorschel,16061074.0,Stand unbekannt
Pfaffschwende,16061075.0,Stand unbekannt
Reinholterode,16061076.0,Stand unbekannt
Röhrig,16061077.0,Stand unbekannt
Rohrberg (Kreis Eichsfeld),16061078.0,Stand unbekannt
Rustenfelde,16061082.0,Stand unbekannt
Schachtebich,16061083.0,Stand unbekannt
Schönhagen,16061084.0,Stand unbekannt
Schwobfeld,16061085.0,Stand unbekannt
Sickerode,16061086.0,Stand unbekannt
Steinbach (Kreis Eichsfeld),16061089.0,Stand unbekannt
Steinheuterode,16061091.0,Stand unbekannt
Tastungen,16061094.0,Stand unbekannt
Thalwenden,16061096.0,Stand unbekannt
Uder,16061097.0,Stand unbekannt
Volkerode,16061098.0,Stand unbekannt
Wachstedt,16061101.0,Stand unbekannt
Wahlhausen,16061102.0,Stand unbekannt
Wehnde,16061103.0,Stand unbekannt
Wiesenfeld,16061105.0,Stand unbekannt
Wingerode,16061107.0,Stand unbekannt
Wüstheuterode,16061111.0,Stand unbekannt
Schimberg,16061113.0,Stand unbekannt
Teistungen,16061114.0,Stand unbekannt
Am Ohmberg,16061116.0,Stand unbekannt
Sonnenstein,16061117.0,Stand unbekannt
Ellrich,16062005.0,Stand unbekannt
Görsbach,16062008.0,Stand unbekannt
Großlohra,16062009.0,Stand unbekannt
Kehmstedt,16062024.0,Stand unbekannt
Kleinfurra,16062026.0,Stand unbekannt
Lipprechterode,16062033.0,Stand unbekannt
Niedergebra,16062037.0,Stand unbekannt
Nordhausen,16062041.0,Stand unbekannt
Sollstedt,16062049.0,Stand unbekannt
Urbach (Kreis Nordhausen),16062054.0,Stand unbekannt
Hohenstein (Thüringen),16062062.0,Stand unbekannt
Werther,16062063.0,Stand unbekannt
Heringen/Helme,16062064.0,Stand unbekannt
Harztor,16062065.0,Stand unbekannt
Berka v.d.Hainich,16063006.0,Stand unbekannt
Bischofroda,16063008.0,Stand unbekannt
Buttlar,16063011.0,Stand unbekannt
Dermbach,16063015.0,Stand unbekannt
Empfertshausen,16063023.0,Stand unbekannt
Frankenroda,16063028.0,Stand unbekannt
Geisa,16063032.0,Stand unbekannt
Gerstengrund,16063033.0,Stand unbekannt
Hallungen,16063037.0,Stand unbekannt
Krauthausen,16063046.0,Stand unbekannt
Lauterbach (Wartburgkreis),16063049.0,Stand unbekannt
Nazza,16063058.0,Stand unbekannt
Oechsen,16063062.0,Stand unbekannt
Schleid (Rhön),16063068.0,Stand unbekannt
Seebach (Wartburgkreis),16063071.0,Stand unbekannt
Unterbreizbach,16063078.0,Stand unbekannt
Weilar,16063084.0,Stand unbekannt
Wiesenthal,16063086.0,Stand unbekannt
Wutha-Farnroda,16063092.0,Stand unbekannt
Hörselberg-Hainich,16063098.0,Stand unbekannt
Bad Liebenstein,16063099.0,Stand unbekannt
Amt Creuzburg,16063104.0,Stand unbekannt
Bad Tennstedt,16064004.0,Stand unbekannt
Ballhausen,16064005.0,Stand unbekannt
Blankenburg,16064007.0,Stand unbekannt
Bruchstedt,16064009.0,Stand unbekannt
Großvargula,16064019.0,Stand unbekannt
Haussömmern,16064021.0,Stand unbekannt
Herbsleben,16064022.0,Stand unbekannt
Hornsömmern,16064027.0,Stand unbekannt
Kammerforst (Thüringen),16064032.0,Stand unbekannt
Kirchheilingen,16064033.0,Stand unbekannt
Körner,16064037.0,Stand unbekannt
Kutzleben,16064038.0,Stand unbekannt
Marolterode,16064043.0,Stand unbekannt
Mittelsömmern,16064045.0,Stand unbekannt
Oppershausen,16064053.0,Stand unbekannt
Rodeberg,16064055.0,Stand unbekannt
Schönstedt,16064058.0,Stand unbekannt
Sundhausen,16064061.0,Stand unbekannt
Tottleben,16064062.0,Stand unbekannt
Urleben,16064064.0,Stand unbekannt
Unstruttal,16064071.0,Stand unbekannt
Südeichsfeld,16064074.0,Stand unbekannt
Vogtei,16064075.0,Stand unbekannt
Unstrut-Hainich,16064076.0,Stand unbekannt
Nottertal-Heilinger Höhen,16064077.0,Stand unbekannt
Abtsbessingen,16065001.0,Stand unbekannt
Bad Frankenhausen/Kyffhäuser,16065003.0,Stand unbekannt
Bellstedt,16065005.0,Stand unbekannt
Borxleben,16065008.0,Stand unbekannt
Clingen,16065012.0,Stand unbekannt
Ebeleben,16065014.0,Stand unbekannt
Freienbessingen,16065018.0,Stand unbekannt
Gehofen,16065019.0,Stand unbekannt
Helbedündorf,16065032.0,Stand unbekannt
Holzsußra,16065038.0,Stand unbekannt
Kalbsrieth,16065042.0,Stand unbekannt
Mönchpfiffel-Nikolausrieth,16065046.0,Stand unbekannt
Niederbösa,16065048.0,Stand unbekannt
Oberbösa,16065051.0,Stand unbekannt
Reinsdorf (Kyffhäuserkreis),16065056.0,Stand unbekannt
Rockstedt,16065058.0,Stand unbekannt
Topfstedt,16065074.0,Stand unbekannt
Trebra,16065075.0,Stand unbekannt
Wasserthaleben,16065077.0,Stand unbekannt
Westgreußen,16065079.0,Stand unbekannt
Kyffhäuserland,16065085.0,Stand unbekannt
Artern,16065086.0,Stand unbekannt
Roßleben-Wiehe,16065087.0,Stand unbekannt
Greußen,16065089.0,Stand unbekannt
Belrieth,16066005.0,Stand unbekannt
Birx,16066012.0,Stand unbekannt
Christes,16066015.0,Stand unbekannt
Dillstädt,16066016.0,Stand unbekannt
Einhausen (TH),16066017.0,Stand unbekannt
Ellingshausen,16066018.0,Stand unbekannt
Erbenhausen,16066019.0,Stand unbekannt
Frankenheim/Rhön,16066024.0,Stand unbekannt
Friedelshausen,16066025.0,Stand unbekannt
Kühndorf,16066038.0,Stand unbekannt
Leutersdorf (TH),16066039.0,Stand unbekannt
Mehmels,16066041.0,Stand unbekannt
Neubrunn (TH),16066045.0,Stand unbekannt
Oberhof,16066047.0,Stand unbekannt
Obermaßfeld-Grimmenthal,16066049.0,Stand unbekannt
Oberweid,16066052.0,Stand unbekannt
Rippershausen,16066056.0,Stand unbekannt
Ritschenhausen,16066057.0,Stand unbekannt
Rohr (TH),16066058.0,Stand unbekannt
Rosa,16066059.0,Stand unbekannt
Roßdorf (Kreis Schmakalden-Meiningen),16066061.0,Stand unbekannt
Schwallungen,16066064.0,Stand unbekannt
Schwarza,16066065.0,Stand unbekannt
Steinbach-Hallenberg,16066069.0,Stand unbekannt
Sülzfeld,16066073.0,Stand unbekannt
Brotterode-Trusetal,16066074.0,Stand unbekannt
Untermaßfeld,16066076.0,Stand unbekannt
Utendorf,16066079.0,Stand unbekannt
Vachdorf,16066081.0,Stand unbekannt
Wasungen,16066086.0,Stand unbekannt
Rhönblick,16066093.0,Stand unbekannt
Grabfeld,16066094.0,Stand unbekannt
Bienstädt,16067004.0,Stand unbekannt
Dachwig,16067009.0,Stand unbekannt
Döllstädt,16067011.0,Stand unbekannt
Emleben,16067013.0,Stand unbekannt
Eschenbergen,16067016.0,Stand unbekannt
Friedrichroda,16067019.0,Stand unbekannt
Friemar,16067022.0,Stand unbekannt
Gierstädt,16067026.0,Stand unbekannt
Großfahner,16067033.0,Stand unbekannt
Herrenhof,16067036.0,Stand unbekannt
Luisenthal,16067044.0,Stand unbekannt
Molschleben,16067047.0,Stand unbekannt
Nottleben,16067052.0,Stand unbekannt
Pferdingsleben,16067055.0,Stand unbekannt
Schwabhausen (Kreis Gotha),16067059.0,Stand unbekannt
Sonneborn,16067063.0,Stand unbekannt
Bad Tabarz,16067064.0,Stand unbekannt
Tambach-Dietharz/Thür.Wald,16067065.0,Stand unbekannt
Tonna,16067067.0,Stand unbekannt
Tröchtelborn,16067068.0,Stand unbekannt
Tüttleben,16067071.0,Stand unbekannt
Waltershausen,16067072.0,Stand unbekannt
Zimmernsupra,16067082.0,Stand unbekannt
Nesse-Apfelstädt,16067087.0,Stand unbekannt
Hörsel,16067088.0,Stand unbekannt
Drei Gleichen,16067089.0,Stand unbekannt
Nessetal,16067091.0,Stand unbekannt
Georgenthal,16067092.0,Stand unbekannt
Alperstedt,16068001.0,Stand unbekannt
Andisleben,16068002.0,Stand unbekannt
Büchel (Thüringen),16068005.0,Stand unbekannt
Eckstedt,16068007.0,Stand unbekannt
Elxleben (an der Gera),16068009.0,Stand unbekannt
Gangloffsömmern,16068013.0,Stand unbekannt
Gebesee,16068014.0,Stand unbekannt
Griefstedt,16068015.0,Stand unbekannt
Großmölsen,16068017.0,Stand unbekannt
Großneuhausen,16068019.0,Stand unbekannt
Großrudestedt,16068021.0,Stand unbekannt
Günstedt,16068022.0,Stand unbekannt
Haßleben,16068025.0,Stand unbekannt
Kleinmölsen,16068032.0,Stand unbekannt
Kleinneuhausen,16068033.0,Stand unbekannt
Markvippach,16068036.0,Stand unbekannt
Nöda,16068037.0,Stand unbekannt
Ollendorf,16068039.0,Stand unbekannt
Ostramondra,16068041.0,Stand unbekannt
Rastenberg,16068042.0,Stand unbekannt
Riethnordhausen,16068044.0,Stand unbekannt
Ringleben,16068045.0,Stand unbekannt
Schloßvippach,16068048.0,Stand unbekannt
Schwerstedt,16068049.0,Stand unbekannt
Sprötau,16068052.0,Stand unbekannt
Straußfurt,16068053.0,Stand unbekannt
Udestedt,16068055.0,Stand unbekannt
Vogelsberg,16068056.0,Stand unbekannt
Walschleben,16068057.0,Stand unbekannt
Werningshausen,16068059.0,Stand unbekannt
Witterda,16068061.0,Stand unbekannt
Wundersleben,16068062.0,Stand unbekannt
Buttstädt,16068063.0,Stand unbekannt
Kindelbrück,16068064.0,Stand unbekannt
Ahlstädt,16069001.0,Stand unbekannt
Beinerstadt,16069003.0,Stand unbekannt
Bischofrod,16069004.0,Stand unbekannt
Brünn/Thür.,16069006.0,Stand unbekannt
Dingsleben,16069008.0,Stand unbekannt
Ehrenberg,16069009.0,Stand unbekannt
Eichenberg (bei Suhl),16069011.0,Stand unbekannt
Grimmelshausen,16069016.0,Stand unbekannt
Grub,16069017.0,Stand unbekannt
Henfstädt,16069021.0,Stand unbekannt
Hildburghausen,16069024.0,Stand unbekannt
Kloster Veßra,16069025.0,Stand unbekannt
Lengfeld,16069026.0,Stand unbekannt
Marisfeld,16069028.0,Stand unbekannt
Oberstadt,16069035.0,Stand unbekannt
Reurieth,16069037.0,Stand unbekannt
Schlechtsart,16069041.0,Stand unbekannt
Schleusegrund,16069042.0,Stand unbekannt
Schleusingen,16069043.0,Stand unbekannt
Schmeheim,16069044.0,Stand unbekannt
Schweickershausen,16069046.0,Stand unbekannt
St. Bernhard,16069047.0,Stand unbekannt
Straufhain,16069049.0,Stand unbekannt
Themar,16069051.0,Stand unbekannt
Ummerstadt,16069052.0,Stand unbekannt
Veilsdorf,16069053.0,Stand unbekannt
Westhausen (Kreis Hildburghausen),16069056.0,Stand unbekannt
Auengrund,16069058.0,Stand unbekannt
Masserberg,16069061.0,Stand unbekannt
Römhild,16069062.0,Stand unbekannt
Heldburg,16069063.0,Stand unbekannt
Alkersleben,16070001.0,Stand unbekannt
Bösleben-Wüllersleben,16070006.0,Stand unbekannt
Dornheim,16070008.0,Stand unbekannt
Elgersburg,16070011.0,Stand unbekannt
Elleben,16070012.0,Stand unbekannt
Elxleben (am Steiger),16070013.0,Stand unbekannt
Martinroda,16070034.0,Stand unbekannt
Osthausen-Wülfershausen,16070041.0,Stand unbekannt
Plaue,16070043.0,Stand unbekannt
Stadtilm,16070048.0,Stand unbekannt
Witzleben,16070054.0,Stand unbekannt
Geratal,16070057.0,Stand unbekannt
Großbreitenbach,16070058.0,Stand unbekannt
Apolda,16071001.0,Stand unbekannt
Bad Sulza,16071004.0,Stand unbekannt
Blankenhain,16071008.0,Stand unbekannt
Buchfart,16071009.0,Stand unbekannt
Döbritschen,16071013.0,Stand unbekannt
Eberstedt,16071015.0,Stand unbekannt
Frankendorf,16071019.0,Stand unbekannt
Großheringen,16071022.0,Stand unbekannt
Großschwabhausen,16071025.0,Stand unbekannt
Hammerstedt,16071027.0,Stand unbekannt
Hetschburg,16071031.0,Stand unbekannt
Hohenfelden,16071032.0,Stand unbekannt
Kapellendorf,16071037.0,Stand unbekannt
Kiliansroda,16071038.0,Stand unbekannt
Kleinschwabhausen,16071042.0,Stand unbekannt
Klettbach,16071043.0,Stand unbekannt
Kranichfeld,16071046.0,Stand unbekannt
Lehnstedt,16071049.0,Stand unbekannt
Magdala,16071053.0,Stand unbekannt
Mechelroda,16071055.0,Stand unbekannt
Nauendorf,16071059.0,Stand unbekannt
Niedertrebra,16071064.0,Stand unbekannt
Obertrebra,16071069.0,Stand unbekannt
Oettern,16071071.0,Stand unbekannt
Rittersdorf (Thüringen),16071079.0,Stand unbekannt
Schmiedehausen,16071083.0,Stand unbekannt
Tonndorf,16071087.0,Stand unbekannt
Umpferstedt,16071089.0,Stand unbekannt
Vollersroda,16071093.0,Stand unbekannt
Wiegendorf,16071095.0,Stand unbekannt
Grammetal,16071103.0,Stand unbekannt
Goldisthal,16072006.0,Stand unbekannt
Neuhaus am Rennweg,16072013.0,Stand unbekannt
Schalkau,16072015.0,Stand unbekannt
Steinach (Thüringen),16072019.0,Stand unbekannt
Frankenblick,16072023.0,Stand unbekannt
Föritztal,16072024.0,Stand unbekannt
Allendorf (Thüringen),16073001.0,Stand unbekannt
Altenbeuthen,16073002.0,Stand unbekannt
Bechstedt,16073006.0,Stand unbekannt
Cursdorf,16073013.0,Stand unbekannt
Deesbach,16073014.0,Stand unbekannt
Döschnitz,16073017.0,Stand unbekannt
Gräfenthal,16073028.0,Stand unbekannt
Hohenwarte,16073035.0,Stand unbekannt
Katzhütte,16073037.0,Stand unbekannt
Lehesten (Thüringer Wald),16073046.0,Stand unbekannt
Meura,16073055.0,Stand unbekannt
Probstzella,16073067.0,Stand unbekannt
Rohrbach (bei Saalfeld),16073074.0,Stand unbekannt
Schwarzburg,16073082.0,Stand unbekannt
Sitzendorf,16073084.0,Stand unbekannt
Unterweißbach,16073094.0,Stand unbekannt
Leutenberg,16073106.0,Stand unbekannt
Drognitz,16073107.0,Stand unbekannt
Unterwellenborn,16073111.0,Stand unbekannt
Königsee,16073112.0,Stand unbekannt
Schwarzatal,16073113.0,Stand unbekannt
Albersdorf (Thüringen),16074001.0,Stand unbekannt
Bad Klosterlausnitz,16074003.0,Stand unbekannt
Bobeck,16074005.0,Stand unbekannt
Bremsnitz,16074007.0,Stand unbekannt
Bürgel,16074009.0,Stand unbekannt
Eineborn,16074017.0,Stand unbekannt
Eisenberg (Thüringen),16074018.0,Stand unbekannt
Frauenprießnitz,16074019.0,Stand unbekannt
Geisenhain,16074022.0,Stand unbekannt
Gneus,16074024.0,Stand unbekannt
Gösen,16074025.0,Stand unbekannt
Golmsdorf,16074026.0,Stand unbekannt
Graitschen b.Bürgel,16074028.0,Stand unbekannt
Großbockedra,16074029.0,Stand unbekannt
Großlöbichau,16074032.0,Stand unbekannt
Hainichen (Thüringen),16074036.0,Stand unbekannt
Hainspitz,16074037.0,Stand unbekannt
Hermsdorf (Thüringen),16074041.0,Stand unbekannt
Jenalöbnitz,16074043.0,Stand unbekannt
Karlsdorf,16074045.0,Stand unbekannt
Kleinbockedra,16074046.0,Stand unbekannt
Kleinebersdorf,16074047.0,Stand unbekannt
Lehesten (bei Jena),16074051.0,Stand unbekannt
Lippersdorf-Erdmannsdorf,16074053.0,Stand unbekannt
Löberschütz,16074054.0,Stand unbekannt
Mertendorf (Thüringen),16074055.0,Stand unbekannt
Meusebach,16074056.0,Stand unbekannt
Möckern (Thüringen),16074058.0,Stand unbekannt
Mörsdorf (Thüringen),16074059.0,Stand unbekannt
Nausnitz,16074061.0,Stand unbekannt
Neuengönna,16074063.0,Stand unbekannt
Oberbodnitz,16074064.0,Stand unbekannt
Ottendorf (Thüringen),16074066.0,Stand unbekannt
Petersberg (Saale-Holzland-Kreis),16074067.0,Stand unbekannt
Poxdorf (Thüringen),16074068.0,Stand unbekannt
Rattelsdorf (Thüringen),16074071.0,Stand unbekannt
Rauschwitz,16074073.0,Stand unbekannt
Rausdorf (Thüringen),16074074.0,Stand unbekannt
Reichenbach (Thüringen),16074075.0,Stand unbekannt
Renthendorf,16074077.0,Stand unbekannt
Ruttersdorf-Lotschen,16074081.0,Stand unbekannt
Scheiditz,16074082.0,Stand unbekannt
Schleifreisen,16074084.0,Stand unbekannt
Schlöben,16074085.0,Stand unbekannt
Schöngleina,16074086.0,Stand unbekannt
Serba,16074091.0,Stand unbekannt
St. Gangloff,16074093.0,Stand unbekannt
Tautenburg,16074096.0,Stand unbekannt
Tautendorf,16074097.0,Stand unbekannt
Tautenhain,16074098.0,Stand unbekannt
Thierschneck,16074099.0,Stand unbekannt
Tissa,16074101.0,Stand unbekannt
Trockenborn-Wolfersdorf,16074102.0,Stand unbekannt
Tröbnitz,16074103.0,Stand unbekannt
Waldeck (Thüringen),16074105.0,Stand unbekannt
Waltersdorf,16074107.0,Stand unbekannt
Weißbach (Thüringen),16074108.0,Stand unbekannt
Weißenborn (Thüringen),16074109.0,Stand unbekannt
Wichmar,16074112.0,Stand unbekannt
Zimmern,16074113.0,Stand unbekannt
Bodelwitz,16075006.0,Stand unbekannt
Dittersdorf,16075014.0,Stand unbekannt
Döbritz,16075016.0,Stand unbekannt
Dreitzsch,16075019.0,Stand unbekannt
Eßbach,16075023.0,Stand unbekannt
Geroda (Thüringen),16075029.0,Stand unbekannt
Gertewitz,16075031.0,Stand unbekannt
Görkwitz,16075033.0,Stand unbekannt
Göschitz,16075034.0,Stand unbekannt
Gössitz,16075035.0,Stand unbekannt
Grobengereuth,16075039.0,Stand unbekannt
Hirschberg (Saale),16075046.0,Stand unbekannt
Keila,16075047.0,Stand unbekannt
Kirschkau,16075048.0,Stand unbekannt
Kospoda,16075051.0,Stand unbekannt
